+-------------+--------------+--------------+-----------------------+------------------+-----+
| c_last_name | c_first_name | c_salutation | c_preferred_cust_flag | ss_ticket_number | cnt |
| Wolff       | Harold       | Mr.          | Y                     | 51928513         | 15  |
| Wolff       | Joel         | Mr.          | N                     | 71659218         | 15  |
| Wolff       | Kay          | Ms.          | Y                     | 61573363         | 15  |
| Wong        | Josie        | Mrs.         | Y                     | 39047860         | 15  |
| Wong        | Venice       | Mrs.         | Y                     | 55309607         | 15  |
| Woo         | David        | Dr.          | N                     | 53978533         | 15  |
| Wood        | Becky        | Miss         | Y                     | 37735212         | 16  |
| Wood        | Clifford     | Dr.          | N                     | 62489136         | 16  |
| Wood        | Danny        | Sir          | Y                     | 70527900         | 16  |
| Wood        | Doris        | Dr.          | Y                     | 60759890         | 15  |
| Wood        | Edith        | Ms.          | Y                     | 44178904         | 15  |
| Wood        | Elizabeth    | Mrs.         | Y                     | 58894821         | 15  |
| Wood        | Fannie       | Ms.          | N                     | 59703546         | 15  |
| Wood        | Gary         | Dr.          | Y                     | 62342740         | 16  |
| Wood        | Helen        | Dr.          | Y                     | 44245543         | 15  |
| Wood        | James        | Sir          | N                     | 64494251         | 15  |
| Wood        | Kenneth      | Sir          | N                     | 68087296         | 15  |
| Wood        | Kevin        | Mr.          | N                     | 65113958         | 15  |
| Wood        | Mavis        | Dr.          | N                     | 57159343         | 15  |
| Wood        | Michael      | Dr.          | N                     | 59867060         | 15  |
| Wood        | Samantha     | Ms.          | Y                     | 47771445         | 15  |
| Wood        | Thomas       | Sir          | N                     | 71107095         | 16  |
| Wood        | NULL         | Dr.          | NULL                  | 70696494         | 16  |
| Woodard     | Jason        | NULL         | NULL                  | 67097571         | 15  |
| Woodcock    | Dexter       | Dr.          | Y                     | 68286928         | 15  |
| Woods       | Annette      | Ms.          | N                     | 46971656         | 15  |
| Woods       | Arthur       | Mrs.         | N                     | 40759731         | 15  |
| Woods       | Christine    | Miss         | N                     | 42544629         | 15  |
| Woods       | Diane        | Miss         | N                     | 46925167         | 15  |
| Woods       | Edna         | Ms.          | Y                     | 41554951         | 15  |
| Woods       | Erik         | Mr.          | N                     | 58836332         | 15  |
| Woods       | Esther       | Ms.          | N                     | 58433464         | 15  |
| Woods       | Marilyn      | Miss         | N                     | 63874412         | 15  |
| Woods       | Marissa      | Mrs.         | N                     | 51524492         | 15  |
| Woods       | Norman       | Dr.          | N                     | 70105727         | 15  |
| Woody       | Joy          | Ms.          | N                     | 37950372         | 16  |
| Wooten      | Andrea       | Dr.          | Y                     | 41554646         | 15  |
| Wooten      | Gary         | Dr.          | NULL                  | 62618083         | 15  |
| Worden      | Andrea       | Miss         | Y                     | 71143890         | 15  |
| Workman     | Michael      | Sir          | Y                     | 40696262         | 15  |
| Workman     | Tommy        | Sir          | N                     | 37813939         | 15  |
| Worley      | Mildred      | Ms.          | Y                     | 57600062         | 15  |
| Worley      | Robert       | Dr.          | Y                     | 47088157         | 15  |
| Wortham     | Lynn         | Dr.          | Y                     | 51769045         | 15  |
| Wray        | Isidra       | Miss         | N                     | 44878727         | 16  |
| Wray        | Raymundo     | Dr.          | N                     | 54584893         | 15  |
| Wren        | Christopher  | Mr.          | N                     | 58224800         | 15  |
| Wright      | Amber        | Miss         | Y                     | 62438514         | 15  |
| Wright      | Anna         | Mrs.         | Y                     | 40094087         | 16  |
| Wright      | Caitlin      | Dr.          | Y                     | 43616722         | 15  |
| Wright      | Caitlin      | NULL         | NULL                  | 49182667         | 15  |
| Wright      | Dennis       | Sir          | Y                     | 37200218         | 15  |
